norm_title,Genres,Year,$Worldwide
the conjuring the devil made me do it,"Horror, Mystery, Thriller",2021,206431050.0
were the millers,,2012,269994119.0
shin kamen rider,"Action, Drama, Science Fiction, Adventure, Fantasy",2023,15835414.0
sink or swim,"Drama, Comedy",2018,39193850.0
the croods,"Animation, Adventure, Family, Fantasy, Comedy, Action",2013,587204668.0
recep ivedik 4,Comedy,2014,39477906.0
bad boys ride or die,"Action, Comedy, Crime, Thriller, Adventure",2024,404547819.0
bridesmaids,"Comedy, Romance",2011,288383523.0
breakthrough,Drama,2019,50444358.0
fantastic beasts the secrets of dumbledore,"Fantasy, Adventure",2022,407150844.0
tomorrowland,"Adventure, Family, Mystery, Science Fiction",2015,209035668.0
shazam fury of the gods,"Comedy, Action, Fantasy",2023,134138006.0
beauty and the beast,"Fantasy, Romance",2014,47430624.0
bergen,Drama,2022,11325405.0
recep ivedik 3,Comedy,2010,22588876.0
spec heaven,"Crime, Mystery, Fantasy",2012,29023960.0
my hero academia heroes rising,"Animation, Action, Fantasy, Adventure",2019,29971229.0
american sniper,"War, Action",2014,547626372.0
son of a rich 2,Comedy,2023,44718015.0
devils due,Horror,2014,36921560.0
la vérité si je mens 3,Comedy,2012,40928635.0
justice league,"Action, Adventure, Science Fiction",2017,661324295.0
ready player one,"Adventure, Action, Science Fiction",2018,583490172.0
the rite,"Drama, Thriller, Horror",2011,96560591.0
about last night,"Comedy, Romance",2014,50445860.0
the darkest minds,"Action, Adventure, Drama",2018,41142379.0
the monkey king havoc in heavens palace,,2014,175835580.0
samba,"Drama, Comedy",2014,39178695.0
a star is born,"Music, Drama, Romance",2018,436388866.0
sight,"Drama, History",2024,7206741.0
the wolf and the lion,"Family, Adventure, Drama",2021,19510578.0
just mercy,"Drama, Crime, History",2019,50901502.0
listy do m 5,"Comedy, Romance",2022,7328061.0
after we collided,"Romance, Drama",2020,47990414.0
run all night,"Action, Crime, Thriller",2015,71661644.0
ouija origin of evil,Horror,2016,81705746.0
monkey man,"Action, Thriller",2024,35271631.0
the way back,"Drama, Adventure, History",2010,24172201.0
the medium,"Horror, Thriller",2021,8826689.0
the lego ninjago movie,"Family, Animation, Action, Adventure, Comedy",2017,123681555.0
the shift,Science Fiction,2023,12238643.0
the choice,"Drama, Romance",2016,23064015.0
the conjuring 2,Horror,2016,321370008.0
be somebody,"Mystery, Comedy, Drama",2021,132326332.0
the great battle,"War, History, Action",2018,41509280.0
dragon,"Action, Animation",2011,29140858.0
snake eyes,"Thriller, Crime, Mystery",2021,40064325.0
dad where are we going,"Comedy, Family",2014,111870000.0
the nice guys,"Comedy, Crime, Action",2016,71261763.0
i dont know how she does it,"Romance, Comedy",2011,31410151.0
pushpa the rise part 1,"Action, Drama, Thriller",2021,7592374.0
emergency declaration,"Action, Drama, Thriller",2022,21400327.0
when the game stands tall,Drama,2014,30138754.0
the white storm 2 drug lords,"Drama, Action, Thriller",2019,189396380.0
a todo tren destino asturias,"Comedy, Family",2021,9544171.0
madeas witness protection,"Drama, Comedy, Crime",2012,66899242.0
monster hunt 2,"Adventure, Comedy, Fantasy",2018,361682618.0
puss in boots,"Animation, Family, Fantasy, Adventure, Comedy",2011,554987477.0
the invitation,"Horror, Thriller",2022,38036130.0
iron man 3,"Action, Adventure, Science Fiction",2013,1214811252.0
immortals,"Fantasy, Action, Drama",2011,226904017.0
the sorcerer and the white snake,"Action, Fantasy",2011,29649716.0
housefull 2,"Comedy, Romance",2012,24922847.0
tarot,Horror,2024,49256239.0
love aaj kal,"Romance, Drama",2020,5120794.0
the call of the wild,"Adventure, Family, Drama",2020,111166669.0
jack ryan shadow recruit,"Action, Drama, Thriller",2014,135503748.0
madagascar 3 europes most wanted,"Animation, Family, Comedy, Adventure",2012,746921274.0
little,"Comedy, Fantasy, Romance",2019,48987096.0
detective chinatown 2,"Comedy, Mystery",2018,544185156.0
dhoom 3,"Action, Crime",2013,88031955.0
skiptrace,"Action, Comedy, Thriller, Mystery",2016,136579287.0
thor love and thunder,"Fantasy, Action, Comedy",2022,760928081.0
tiny times,"Drama, Romance, Comedy",2013,77717014.0
tangled,"Animation, Family",2010,591794936.0
the best christmas pageant ever,"Comedy, Drama, Family",2024,39978310.0
the jungle book,"Family, Adventure, Drama, Fantasy",2016,966550600.0
tom jerry,"Comedy, Family, Animation",2021,136536687.0
django unchained,"Drama, Western",2012,425368238.0
safe haven,"Romance, Thriller",2013,97594140.0
big hero 6,"Adventure, Family, Animation, Action, Comedy",2014,657827828.0
suck me shakespeer 2,Comedy,2015,83027924.0
green zone 2010 rerelease,,2010,18495045.0
big mommas like father like son,"Crime, Comedy, Action",2011,82686066.0
battle los angeles,"Science Fiction, Action",2011,211819354.0
the house of no man,"Drama, Comedy",2023,19490980.0
heretic,"Horror, Thriller",2024,43977764.0
hot tub time machine,"Science Fiction, Comedy, Adventure",2010,64735752.0
money,"Crime, Thriller",2017,25403753.0
rheingold,"History, Drama, Crime, Music",2022,9701747.0
venom,"Science Fiction, Action",2018,856085151.0
the internship,Comedy,2013,93492844.0
the upside,"Comedy, Drama",2019,125852517.0
the great escaper,"History, Drama, War",2023,10461239.0
abigail,"Horror, Thriller",2024,42791449.0
finnick,"Comedy, Adventure, Animation, Fantasy, Family",2022,7591889.0
penny pincher,Comedy,2016,22955486.0
ms dhoni the untold story,Drama,2016,28903047.0
remember me,"Drama, Romance",2010,56032889.0
alive,"Horror, Thriller",2020,13432212.0
beasts of the southern wild,"Drama, Fantasy",2012,21107746.0
the hate u give,"Crime, Drama",2018,34934009.0
the wailing,"Horror, Mystery",2016,49851770.0
12 years a slave,"Drama, History",2013,187733202.0
the call,"Crime, Thriller",2013,68572631.0
the green hornet,"Action, Crime, Comedy",2011,227817248.0
searching,"Drama, Mystery, Thriller",2018,75462037.0
fifty shades of grey,"Drama, Romance, Thriller",2015,569651467.0
judwaa 2,"Action, Comedy, Romance",2017,28733523.0
the incredible burt wonderstone,Comedy,2013,27437881.0
acrimony,"Drama, Thriller",2018,46403669.0
bob marley one love,"Music, History, Drama",2024,180828556.0
peter rabbit 2 the runaway,"Family, Comedy, Adventure, Animation",2021,153901717.0
father soldier,"War, Drama, History",2023,8598322.0
abraham lincoln vampire hunter,"Action, Fantasy, Horror",2012,116471580.0
godzilla minus one,"Science Fiction, Horror, Action",2023,113676322.0
the wedding ringer,Comedy,2015,79799880.0
why him,Comedy,2016,118102725.0
kleks academy,"Fantasy, Adventure, Family",2024,15348026.0
twenty two,"History, Documentary",2017,26289378.0
fantastic beasts and where to find them,"Fantasy, Adventure",2016,816037575.0
rio,"Animation, Adventure, Comedy, Family",2011,483866518.0
the kings speech,"Drama, History",2010,412018551.0
a real pain,"Comedy, Drama",2024,9137007.0
journey 2 the mysterious island,"Adventure, Action, Science Fiction",2012,335260290.0
doraemon the movie nobitas treasure island,"Animation, Adventure, Fantasy, Science Fiction, Comedy, Family",2018,80920916.0
my neighbor totoro 2018 rerelease,,2018,27083857.0
teenage mutant ninja turtles mutant mayhem,"Animation, Comedy, Action, Science Fiction",2023,181848832.0
the pioneer,"Drama, History",2021,18900000.0
journey to the west conquering the demons,"Action, Fantasy, Adventure, Comedy",2013,205637183.0
railroad tigers,"Action, Adventure, Comedy, Family, War",2016,102205175.0
smallfoot,"Family, Animation, Adventure, Fantasy, Comedy",2018,217940103.0
the three stooges,Comedy,2012,54819301.0
streetdance 2 2012 rerelease,,2012,21638853.0
jawan,"Action, Crime, Thriller",2023,28499044.0
the marvels,"Science Fiction, Adventure, Action",2023,206136825.0
detective conan the scarlet alibi,"Animation, Drama, Action, Mystery",2021,10308627.0
evil dead rise,"Horror, Thriller",2023,147033054.0
man on a ledge,"Action, Thriller, Crime",2012,47636031.0
rafadan tayfa 4 hayrimatör,"Animation, Science Fiction, Adventure, Family",2023,8824101.0
dancing queen,"Romance, Drama, Comedy",2012,26411266.0
saltburn,"Drama, Comedy, Thriller",2023,21026167.0
bajrangi bhaijaan,"Comedy, Drama, Action",2015,75547184.0
the art of racing in the rain,"Drama, Romance",2019,33766787.0
the shape of water,"Drama, Fantasy, Romance",2017,195243464.0
love off the cuff,"Romance, Comedy",2017,25959989.0
the new toy,Comedy,2022,7295051.0
endless love,"Drama, Romance",2014,34718173.0
monster hunt,"Comedy, Fantasy, Adventure",2015,387053506.0
star wars episode i the phantom menace 2024 rerelease,,2024,19429994.0
doraemon nobita and the new steel troops winged angels,"Animation, Adventure, Family, Science Fiction",2011,30236973.0
tarzan,"Family, Adventure, Animation, Drama",2013,44095996.0
white boy rick,"Crime, Drama",2018,25957482.0
deadpool 2,"Action, Comedy, Adventure",2018,734546611.0
contagion,"Drama, Thriller, Science Fiction",2011,136515867.0
face off 6 the ticket of destiny,"Action, Drama, Thriller",2023,11538081.0
killers of the flower moon,"Crime, History, Drama",2023,158764012.0
die drei erbe des drachen,"Adventure, Family",2023,15860016.0
pils adventures,"Animation, Adventure, Fantasy, Comedy, Family",2021,8567345.0
the peanuts movie,"Comedy, Animation, Family",2015,246233113.0
water gate bridge,"War, History, Action, Drama",2022,626571697.0
girls,"Action, Drama, Romance",2014,33325338.0
heartsping teenieping of love,"Animation, Family, Adventure",2024,7725143.0
edge of tomorrow,"Action, Science Fiction",2014,370541256.0
perfect days,Drama,2023,25637623.0
dad im sorry,"Comedy, Family, Drama",2021,17480489.0
zero dark thirty,"Thriller, Drama",2012,132820716.0
the pirates band of misfits,"Animation, Adventure, Family, Comedy",2012,123054041.0
eiffel,"Romance, Drama",2021,13573923.0
renaissance a film by beyoncé,"Music, Documentary",2023,43989684.0
hoodwinked too hood vs evil,"Comedy, Animation, Family",2011,23167844.0
doctor sleep,"Horror, Thriller, Fantasy",2019,72381712.0
pegasus,"Comedy, Action",2019,255863112.0
school of magical animals,"Family, Adventure, Fantasy",2021,22134234.0
goldbuster,"Drama, Comedy",2017,57628292.0
xmen days of future past,"Action, Adventure, Science Fiction",2014,746045700.0
lyle lyle crocodile,"Comedy, Family, Music",2022,111080122.0
mud,Drama,2013,32613173.0
bhool bhulaiyaa 2,"Horror, Comedy",2022,18307258.0
the girl on the train,"Thriller, Mystery, Drama, Crime",2016,173185859.0
horrible bosses 2,Comedy,2014,107645357.0
brahms the boy ii,"Horror, Mystery, Thriller",2020,20311536.0
coco,"Family, Animation, Music, Adventure",2017,814641172.0
krack,"Action, Crime, Drama",2021,10435375.0
respect,"Drama, Music, History",2021,32882823.0
the strangers chapter 1,"Horror, Thriller",2024,48166448.0
victor frankenstein,"Drama, Science Fiction, Thriller",2015,34227298.0
cirque du soleil worlds away,"Fantasy, Family, Music, Drama, Romance",2012,34153101.0
me contro te il film la vendetta del signor s,"Family, Fantasy",2020,10779891.0
the magnificent seven,"Adventure, Action, Western",2016,162360636.0
gintama 2 rules are made to be broken,"Comedy, Action, Science Fiction, Fantasy",2018,30896653.0
the strangers prey at night,"Horror, Thriller",2018,31039126.0
big fish begonia,"Animation, Adventure, Fantasy",2016,85409373.0
nice view,"Drama, Family, Comedy",2022,211019042.0
bheemla nayak,"Action, Drama, Thriller",2022,15243922.0
my mom is a character 2,Comedy,2016,39195565.0
hanson and the beast,"Comedy, Fantasy",2017,46154323.0
the crow,"Action, Fantasy, Horror",2024,24088961.0
the iron claw,"History, Drama",2023,45204449.0
the empty man,"Horror, Mystery, Thriller",2020,4796993.0
too cool to kill,"Action, Comedy",2022,217254604.0
goosebumps 2 haunted halloween,"Comedy, Fantasy, Horror",2018,93320380.0
line walker,"Action, Crime, Drama",2016,88228755.0
argo,"Drama, Thriller",2012,232325503.0
golden job,"Action, Adventure, Crime",2018,47287851.0
hugo,"Adventure, Drama, Family",2011,185770160.0
vakeel saab,"Action, Drama, Thriller, Crime",2021,13056490.0
from paris with love,"Action, Crime, Thriller",2010,52830951.0
spiral,Drama,2021,40618920.0
biutiful,Drama,2010,25147786.0
drive,"Drama, Thriller, Crime",2011,76319533.0
jack and jill,"Comedy, Family",2011,149673788.0
acharya,"Action, Drama",2022,8048175.0
pokémon mewtwo strikes back evolution,"Animation, Adventure, Fantasy, Action, Family",2019,27347118.0
war dogs,"Comedy, Crime, Drama",2016,86434523.0
don jon,"Romance, Comedy, Drama",2013,39439355.0
batman v superman dawn of justice,"Action, Adventure, Fantasy",2016,874360194.0
smile,"Horror, Mystery",2022,217408513.0
spirits homecoming,"Drama, History",2016,23857217.0
harry potter and the sorcerers stone 2021 rerelease,,2021,15695755.0
a hard day,"Crime, Thriller, Mystery",2014,26488847.0
into the woods,"Fantasy, Comedy",2014,212902372.0
love the coopers,"Comedy, Family, Drama",2015,42426912.0
your name,"Animation, Romance, Drama",2016,357986087.0
thugs of hindostan,"Adventure, Action",2018,39570044.0
avatar the way of water,"Science Fiction, Adventure, Action",2022,2320250281.0
walking with dinosaurs 3d,,2012,126546518.0
hail caesar,"Comedy, Crime, Mystery",2016,63647656.0
kung fu yoga,"Comedy, Mystery, Family, Action, Adventure",2017,257743016.0
ramona and beezus,"Comedy, Family",2010,27293743.0
long shot,"Comedy, Romance",2019,53873809.0
aline,"Music, Comedy, Drama, Family",2021,11149943.0
the purge,"Science Fiction, Horror, Thriller",2013,89328627.0
night swim,Horror,2024,54768317.0
boonie bears blast into the past,"Animation, Family, Adventure, Fantasy",2019,112367881.0
hop,"Animation, Comedy, Family",2011,183953723.0
never let go,"Horror, Drama",2024,16573225.0
wolf warrior,"Action, War, Thriller",2015,81411331.0
the bikeriders,"Crime, Drama",2024,36087646.0
why did i get married too,"Comedy, Romance",2010,60673972.0
arthur,"Comedy, Romance",2011,48147945.0
the spongebob movie sponge out of water,"Family, Adventure, Comedy, Fantasy, Animation",2015,325186032.0
the three musketeers part ii milady,"Adventure, Action, Drama",2023,15439299.0
special id,"Drama, Action, Crime",2013,29139936.0
masterpiece mystery sherlock the abominable bride,,2016,39139204.0
the artist,"Drama, Comedy, Romance",2011,133432856.0
daddys home 2,Comedy,2017,180613180.0
mean girls,"Drama, Comedy",2024,104793431.0
the servant,"Romance, Drama, History, Comedy",2010,19259164.0
one cut of the dead,"Comedy, Horror",2018,27590180.0
a little something extra,Comedy,2024,84044095.0
the possession of hannah grace,"Horror, Drama",2018,43016528.0
inazuma eleven go the movie the ultimate bonds gryphon,,2010,21645379.0
late night with the devil,Horror,2024,15469415.0
raone,"Adventure, Action, Science Fiction",2011,35911689.0
the transporter refueled,"Action, Thriller, Crime",2015,72629670.0
midnight runners,"Comedy, Action, Crime",2017,39730433.0
detective conan private eye in the distant sea,"Animation, Action, Drama",2013,36324232.0
a moroccan affair,"Comedy, Family",2023,14075140.0
so young,"Romance, Drama",2013,114926694.0
what to expect when youre expecting,"Romance, Comedy, Drama",2012,84384002.0
the best years,"Romance, Drama, Comedy",2020,7358771.0
ouija,Horror,2014,103590271.0
baywatch,"Comedy, Action, Crime",2017,177856751.0
the lord of the rings the return of the king 2024 rerelease,,2024,11075442.0
nameless gangster rules of the time,"Crime, Thriller",2012,32472645.0
mulan,"Adventure, Fantasy, Action, Family",2020,69965374.0
concrete utopia,"Thriller, Science Fiction, Drama",2023,30077348.0
lupin iii vs detective conan the movie,"Animation, Action, Thriller",2013,41397727.0
elvis,"Drama, Music, History",2022,287740048.0
the equalizer 3,"Action, Thriller, Crime",2023,191067560.0
f3 fun and frustration,"Comedy, Romance, Family",2022,9849193.0
the little things,"Drama, Crime, Thriller",2021,30842746.0
hellboy,"Fantasy, Horror, Action, Adventure",2019,55064690.0
enough said,"Comedy, Drama, Romance",2013,25288872.0
break the silence the movie,"Music, Documentary",2020,8954345.0
a dogs purpose,"Adventure, Comedy, Fantasy, Family, Drama",2017,205035819.0
happy feet two,"Animation, Comedy, Family",2011,159196259.0
neighbors,Comedy,2014,270665134.0
prem ratan dhan payo,"Romance, Drama, Action",2015,52715771.0
guy ritchies the covenant,"War, Action, Thriller",2023,21948551.0
turbo,"Animation, Family",2013,282570682.0
punch,"Drama, Comedy, Romance",2011,33556725.0
the inbetweeners,Comedy,2011,88823111.0
champions,"Comedy, Family, Drama",2018,25962612.0
arashi anniversary tour 5 x 20 film record of memories,,2021,38052695.0
this is the end,"Action, Comedy",2013,126041322.0
the mermaid,"Comedy, Fantasy, Romance",2016,553810228.0
the expendables 3,"Action, Adventure, Thriller",2014,214657577.0
five nights at freddys,"Horror, Mystery",2023,291493620.0
phases of the moon,"Drama, Fantasy, Romance",2022,7564756.0
no escapes,"War, Action, Thriller, Drama, History",2021,12916151.0
capernaum,Drama,2018,64417003.0
the rescue,"Drama, Thriller, Action",2020,64237554.0
mrs browns boys dmovie,Comedy,2014,31116264.0
looper,"Action, Thriller, Science Fiction",2012,176506819.0
gi joe retaliation,"Action, Science Fiction, Adventure",2013,375740705.0
immortal demon slayer,"Fantasy, Action, Adventure, Family",2017,103818506.0
vip policeman,,2018,27222681.0
fall,Thriller,2022,16777410.0
arrival,"Drama, Science Fiction, Mystery",2016,203388186.0
devara part 1,"Action, Drama",2024,7361414.0
jug jugg jeeyo,"Comedy, Drama",2022,11467726.0
bait,Horror,2012,32813407.0
dune part one,"Science Fiction, Adventure",2021,402127830.0
solo a star wars story,"Science Fiction, Adventure, Action",2018,392924807.0
we bought a zoo,"Drama, Comedy, Family",2011,120081841.0
rock dog,"Animation, Adventure, Comedy, Family, Music",2016,23139802.0
character,"Thriller, Mystery, Crime",2021,12628017.0
it chapter two,"Horror, Drama, Thriller",2019,473093228.0
vysotsky thank you for being alive,,2011,31016553.0
spotlight,"Drama, History",2015,98690254.0
the smurfs,"Animation, Family, Adventure, Comedy, Fantasy",2011,563749323.0
star trek into darkness,"Action, Adventure, Science Fiction",2013,467365246.0
samjin company english class,"Drama, Comedy",2020,12761386.0
30 jours max,"Comedy, Action",2020,11007713.0
everything everything,"Drama, Romance",2017,61721140.0
concussion,Drama,2015,48623572.0
my hero academia youre next,"Animation, Action, Adventure, Science Fiction",2024,32224616.0
bye bye morons,"Comedy, Drama",2020,16955924.0
cats dogs the revenge of kitty galore,"Family, Adventure, Comedy, Fantasy, Action, Animation",2010,112483764.0
tár,"Music, Drama",2022,29048571.0
how to train your dragon 2,"Fantasy, Action, Adventure, Animation, Comedy, Family",2014,621537519.0
the vets,"Comedy, Drama",2020,4788826.0
amour,"Drama, Romance",2012,29652180.0
doctor x the movie,"Comedy, Drama, Mystery",2024,11873367.0
bad teacher,Comedy,2011,216197492.0
after ever happy,"Romance, Drama",2022,19238073.0
cry me a sad river,Drama,2018,51400614.0
masked ward,"Crime, Thriller",2020,5107013.0
the hitmans bodyguard,"Action, Comedy, Crime, Thriller",2017,183415183.0
teenage mutant ninja turtles out of the shadows,"Action, Adventure, Comedy, Family, Science Fiction",2016,245623848.0
sisters,Comedy,2015,105011053.0
kingdom 4 return of the great general,"Action, Adventure",2024,54114815.0
everest,"Adventure, Drama, History",2015,203427584.0
the judge,Drama,2014,84419388.0
trainwreck,"Comedy, Romance",2015,140795793.0
the face reader,"Drama, History",2013,61559184.0
rise of the guardians,"Animation, Family, Fantasy",2012,306941670.0
nanny mcphee returns,"Comedy, Fantasy, Family",2010,93251121.0
candyman,"Horror, Mystery, Thriller",2021,77411570.0
the chosen season 3 episode 1 2,,2022,14679613.0
exhuma,"Mystery, Horror, Thriller",2024,93891418.0
the batman,"Crime, Mystery, Thriller",2022,772245583.0
the exorcism,"Horror, Thriller",2024,9659440.0
remember,"Thriller, Action, Drama",2022,8166175.0
news of the world,"Drama, Western, Adventure",2020,12668325.0
asterix and obelix mansion of the gods,"Animation, Comedy, Adventure, Family",2014,42830578.0
now you see me,"Thriller, Crime",2013,351723989.0
even if this love disappears from the world tonight,"Romance, Drama",2022,16470005.0
dügün dernek 2 sünnet,Comedy,2015,25836668.0
ice 2,"Drama, Romance",2020,19788995.0
spy,"Action, Comedy, Crime",2015,235666219.0
shock wave,"Action, Crime, Adventure, Thriller",2017,58824459.0
the beguiled,Drama,2017,27869129.0
the lost prince,"Fantasy, Adventure, Comedy",2020,7837980.0
the man standing next,"Drama, Thriller",2020,34664900.0
middle school the worst years of my life,"Family, Comedy",2016,23316139.0
the lincoln lawyer,"Crime, Drama, Thriller",2011,86752352.0
happy death day,"Comedy, Horror, Mystery",2017,125479266.0
mollys game,"Drama, Crime",2017,59284015.0
rurouni kenshin final chapter part i the final,"Action, Adventure, History, Drama",2021,36964978.0
challengers,"Romance, Drama",2024,96019408.0
are you there god its me margaret,"Comedy, Drama",2023,21464043.0
the dream team,Documentary,2012,31822402.0
robocop,"Action, Thriller, Science Fiction",2014,242688965.0
the water diviner,"War, Drama",2014,35396641.0
confession of murder,"Action, Thriller",2012,21701525.0
violent night,"Comedy, Action",2022,76004405.0
guardians of the galaxy,"Action, Science Fiction, Adventure",2014,772776600.0
de gaulle,"History, Drama",2020,7501454.0
the birth of korea,"Documentary, History",2024,8022137.0
american fiction,"Comedy, Drama",2023,22483370.0
the impossible,"Drama, Thriller, History",2012,198087212.0
wolf children,"Animation, Family, Drama, Fantasy",2012,54984346.0
piranha 3d,"Comedy, Horror",2010,83188165.0
vikram,"Action, Crime, Thriller",2022,29837637.0
jackass presents bad grandpa,Comedy,2013,151826547.0
detective conan the eleventh striker,"Animation, Mystery, Action",2012,44369456.0
lady bird,"Drama, Comedy",2017,78965611.0
shangchi and the legend of the ten rings,"Action, Adventure, Fantasy",2021,432243292.0
the mountain between us,"Drama, Adventure, Romance",2017,62832209.0
2 guns,"Action, Comedy, Crime",2013,131940411.0
mufasa the lion king,"Adventure, Family, Animation, Music",2024,335226293.0
t2 trainspotting,"Drama, Comedy",2017,41681746.0
cars 3,"Family, Animation, Adventure, Comedy",2017,383930656.0
johnny english strikes again,"Action, Adventure, Comedy",2018,158970776.0
american hustle,"Drama, Crime",2013,251171807.0
glass onion,"Comedy, Crime, Mystery",2022,13280000.0
all the money in the world,"Crime, History, Thriller",2017,56996304.0
bonhoeffer pastor spy assassin,"Drama, History, War",2024,12113004.0
sinister,"Horror, Thriller, Mystery",2012,82515113.0
chasing the dragon ii wild wild bunch,"Crime, Action, Thriller",2019,45733356.0
dragon ball z resurrection f,"Action, Animation, Science Fiction",2015,61768190.0
table for six,"Comedy, Family, Romance",2022,10138355.0
our times,"Romance, Comedy",2015,83867493.0
21 jump street,"Action, Comedy, Crime",2012,201585328.0
peppermint,"Action, Thriller",2018,53918723.0
kgf chapter 2,"Action, Adventure, Crime, Thriller",2022,89123940.0
the admiral roaring currents,"War, Action, Drama, History",2014,138342258.0
dark waters,"Drama, Thriller",2019,23108017.0
lottery ticket,Comedy,2010,24719879.0
sanctum,,2010,108609310.0
world war z,"Action, Horror, Science Fiction, Thriller",2013,540007876.0
killing them softly,"Crime, Thriller",2012,37930465.0
talk to her undated france release,,2023,9550733.0
the wolfman,"Horror, Thriller",2010,139789765.0
serial bad weddings 2,Comedy,2019,87761988.0
cinderella,"Romance, Fantasy, Family, Drama",2015,542351353.0
annie,"Comedy, Drama, Family",2014,136853506.0
kingsman the secret service,"Crime, Comedy, Action, Adventure",2015,414351546.0
legend of the guardians the owls of gahoole,"Animation, Adventure, Family, Fantasy",2010,140073390.0
the 100 yearold man who climbed out the window and disappeared,"Adventure, Comedy, Drama",2013,51167572.0
sunny sisters,Comedy,2021,7880000.0
pathaan,"Action, Adventure, Thriller",2023,112583450.0
old,"Thriller, Mystery, Horror",2021,90146510.0
the lazarus effect,"Horror, Science Fiction, Thriller",2015,38356892.0
after earth,"Science Fiction, Action, Adventure",2013,243611982.0
the witch,"Horror, Drama, Mystery",2016,40423945.0
your eyes tell,"Romance, Drama",2020,8020474.0
oppenheimer,"Drama, History",2023,975594978.0
get out,"Mystery, Thriller, Horror",2017,255407969.0
the expendables,"Thriller, Adventure, Action",2010,274470394.0
ruki vverkh,,2024,9630048.0
alvin and the chipmunks chipwrecked,"Comedy, Fantasy, Family, Music, Animation",2011,342695435.0
red one,"Action, Fantasy, Comedy",2024,281460503.0
red riding hood,"Thriller, Drama, Fantasy, Mystery, Horror",2011,90260376.0
simply black,Comedy,2020,6323750.0
chasing the dragon,"Action, Crime, Thriller",2017,87965942.0
sully,"Drama, History",2016,243870033.0
wish upon,"Horror, Thriller, Fantasy",2017,23468586.0
fading gigolo,Comedy,2014,22706304.0
bohemian rhapsody 2020 rerelease,,2020,7158262.0
my own swordsman,"Action, Comedy",2011,30082188.0
duckweed,"Comedy, Drama",2017,152894264.0
the secret mission,"Action, Crime, Drama",2019,21083522.0
the favourite,"Drama, Comedy, Thriller, History",2018,95918706.0
the dry,"Crime, Thriller, Mystery",2021,15576286.0
the predator,"Science Fiction, Action, Adventure",2018,160542134.0
glass,"Thriller, Drama, Science Fiction",2019,246999039.0
woman in gold,Drama,2015,61619773.0
sheep without a shepherd,"Crime, Drama",2019,191602146.0
tunnel,"Crime, Thriller",2016,52444295.0
wish,"Animation, Family, Fantasy, Adventure",2023,254997360.0
footloose 2011 rerelease,,2011,63543328.0
zoolander 2,"Comedy, Adventure, Action",2016,56722693.0
oculus,Horror,2014,44446287.0
the descendants,"Comedy, Drama",2011,177243185.0
ferdinand,"Animation, Family, Adventure, Comedy",2017,296069199.0
big miracle,"Adventure, Drama, Romance, Fantasy",2012,24719215.0
ordinary angels,Drama,2024,20571534.0
somewhere winter,"Drama, Romance",2019,32218990.0
boonie bears the big top secret,"Animation, Adventure, Comedy",2016,45150390.0
uncle drew,Comedy,2018,46664414.0
truth or dare,"Thriller, Horror",2018,95330493.0
the thing,"Horror, Science Fiction, Mystery",2011,31505287.0
dunki,"Adventure, Comedy, Drama",2023,15473051.0
independence day resurgence,"Action, Adventure, Science Fiction",2016,389681935.0
bodyguard,"Drama, Action, Romance",2011,31516209.0
sky hunter,Action,2017,48065601.0
guglhupfgeschwader,"Comedy, Crime",2022,12307072.0
the butler,Drama,2013,177313795.0
madame web,"Action, Fantasy",2024,100498764.0
rurouni kenshin the legend ends,"Action, Adventure, Fantasy",2014,41900000.0
girls trip,Comedy,2017,140552359.0
prisoners,"Drama, Thriller, Crime",2013,122126687.0
alibicom 2,"Comedy, Family",2023,34114308.0
school of magical animals 3,"Comedy, Fantasy, Family",2024,25000869.0
assassins creed,"Action, Adventure, Science Fiction",2016,240697856.0
barbarian,"Horror, Mystery",2022,45352337.0
insidious chapter 2,"Horror, Thriller",2013,161919318.0
the boy next door,Thriller,2015,52425855.0
the longest ride,"Drama, Romance",2015,62944815.0
haunted mansion,"Comedy, Drama, Horror, Fantasy",2023,117449790.0
a witness out of the blue,"Crime, Thriller, Mystery",2019,37092694.0
alex cross,"Action, Thriller, Crime, Mystery",2012,34618867.0
ip man 3,"Action, Drama, History",2015,156954938.0
alter weißer mann,Comedy,2024,8165361.0
the eleventh chapter,Drama,2021,8844997.0
sing 2,"Animation, Family, Music, Comedy",2021,408402685.0
something about love,,2021,15204017.0
the legacy of dr death black file,Drama,2020,6024046.0
the hobbit the battle of the five armies,"Action, Adventure, Fantasy",2014,956019788.0
platinum data,"Mystery, Thriller, Science Fiction",2013,26052718.0
the expendables 4,"Action, Adventure, Thriller",2023,37917985.0
bloodshot,"Action, Science Fiction, Adventure",2020,39861118.0
unbeatable,"Drama, Action",2013,25816154.0
the real exorcist,"Fantasy, Horror",2020,5035830.0
prey for the devil,"Horror, Thriller",2022,44658929.0
the sacrifice,"Documentary, Drama, Mystery",2020,161047608.0
firestorm,"Action, Thriller, Crime",2013,55754766.0
maleficent,"Fantasy, Adventure, Action, Family, Romance",2014,758410378.0
a little red flower,"Drama, Family",2020,216000000.0
bottoms,Comedy,2023,12976079.0
welcome to the south,Comedy,2010,45896492.0
aladdin,"Adventure, Fantasy, Romance, Family",2019,1050693953.0
licorice pizza,"Drama, Comedy, Romance",2021,33276075.0
psy 3 w imie zasad,"Action, Crime",2020,6725146.0
the hangover part iii,Comedy,2013,362000072.0
